objectid, x                 , y                 , y_lat      , x_lon       , id    , portfolio_manager_id, property_name                                                        , street_address                          , postal_code, num_of_buildings, year_built, primary_prop_type_epa_calc, total_floor_area_bld_pk_ft2, electric_use_kbtu , natural_gas_use_kbtu, fuel_oil_02_use_kbtu, steam_use_kbtu, energy_star_score, site_eui_kbtuft2, source_eui_kbtuft2, weather_norm_site_eui_kbtuft2, weather_norm_source_eui_kbtuf, total_ghg_emissions_mtco2e, water_use_all_kgal, water_score          , estar_certified, compliance_type     , benchmarking_status , data_year, philadelphia_building_id                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , longitude        , latitude        , calculated_total_energy, estimated_sqft         , ghg_per_sqft          , water_per_sqft        , eui    , eui_score            , ghg_score            , composite_score     , Grade
     593, 2692251.61639914  , 236159.68606915   , 39.95256825, -75.16808663,  96260,              1840857, One Liberty Place                                                    , 1650 Market Street                      , 19103      ,                1,       1987, Office                    ,        1368149.5789473683  ,  64987105.0       ,           0.0       ,                  0.0,            0.0,              79.0,             47.5,              132.9,                          48.6,                         135.8,                    5183.2 ,            4291.4 , 0.8705035971223022   , 08/21/2025     , Required Compliance , Complied            ,      2024, 883031676                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1680884058669, 39.9525763184937,    64987105.0          ,   1368149.5789473683   , 0.0037884746520098103 , 0.0031366453391022727 ,    47.5, 0.7050359712230216   , 0.697841726618705    , 0.7359712230215828  , B
     594, 2691736.1134931403, 236225.02353689   , 39.95278889, -75.16991779, 158022,              4588184, 1760 Market                                                          , 1760 Market Street                      , 19103      ,                1,       1980, Office                    ,         140122.97272727272 ,   6927762.5       ,      779001.0       ,                  0.0,            0.0,              49.0,             55.0,              144.2,                          57.4,                         148.3,                     593.2 ,             907.0 , 0.7266187050359711   , 05/20/2016     , Required Compliance , Complied            ,      2024, 883032500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1699195583655, 39.9527969540244,     7706763.5          ,    140122.97272727272  , 0.004233424316186685  , 0.006472885797001556  ,    55.0, 0.5899280575539568   , 0.5971223021582734   , 0.6194244604316547  , B
     595, 2692447.6583298896, 236134.57719548   , 39.95248362, -75.16739029,  96049,              1750750, "1600 MARKET STREET, Site #602760"                                   , 1600 MARKET ST                          , 19103      ,                1,       1983, Office                    ,         913181.6155660377  ,  26378813.3       ,    12340087.2       ,                  0.0,            0.0,              86.0,             42.4,               95.2,                          44.3,                          96.9,                    2756.5 ,            5025.2 , 0.7697841726618705   , 08/29/2025     , Required Compliance , Complied            ,      2024, 883031500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1673920625526, 39.9524916871717,    38718900.5          ,    913181.6155660377   , 0.003018567120726995  , 0.005502957915863339  ,    42.4, 0.802158273381295    , 0.8489208633093526   , 0.8097122302158273  , A
     596, 2691389.65322806  , 236271.35743372   , 39.9529438 , -75.17114822, 178714,                29230, 1818 Market Street                                                   , 1818 Market St Suite 1120               , 19103      ,                1,       1973, Office                    ,         999676.9259896729  ,  34370912.0       ,           0.0       ,                  0.0,     23710317.4,              74.0,             58.1,              124.8,                          61.4,                         128.2,                    4590.8 ,            8448.0 , 0.6330935251798562   , 03/06/2025     , Required Compliance , Complied            ,      2024, 883033001                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1711499976098, 39.9529518679811,    58081229.4          ,    999676.9259896729   , 0.004592283647494556  , 0.008450730211299558  ,    58.1, 0.525179856115108    , 0.5179856115107914   , 0.5446043165467627  , B
     597, 2693283.5775898104, 239636.52327555   , 39.96202565, -75.16404422,  97917,              3944259, 1500 Spring Garden                                                   , 1500 Spring Garden Street               , 19130      ,                1,       1948, Office                    ,        1071830.9660804023  , 170617555.0       ,       17934.8       ,                  0.0,            0.0,              30.0,            159.2,              445.8,                         158.4,                         443.6,                   14975.0 ,            7607.3 , 0.697841726618705    , No             , Required Compliance , Complied            ,      2024, 883026600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1640459941119, 39.9620337130418,   170635489.8          ,   1071830.9660804023   , 0.013971419443834827  , 0.007097481077468093  ,   159.2, 0.043165467625899234 , 0.03597122302158273  , 0.17194244604316544 , D
     598, 2693508.3468253   , 235341.1414464    , 39.95022127, -75.16369142,  96655,              4428195, 121 S. Broad (NAB)                                                   , 121 S. Broad St.                        , 19107      ,                1,       1900, Office                    ,         143852.773556231   ,   9460791.3       ,        4721.2       ,                  0.0,            0.0,              45.0,             65.8,              184.3,                          67.9,                         190.0,                     830.6 ,             704.2 , 0.8129496402877698   , No             , Required Compliance , Complied            ,      2024, 883024500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1636931956405, 39.9502293383174,     9465512.5          ,    143852.773556231    , 0.005773958884952083  , 0.004895282743538716  ,    65.8, 0.41007194244604317  , 0.302158273381295    , 0.4582733812949641  , C
     599, 2694174.0531710503, 235332.30944306   , 39.9501435 , -75.16131895,  95830,              3859412, Bailey                                                               , 1218 Chestnut St                        , 19107      ,                1,       1950, Office                    ,          49344.0           ,   1590189.6       ,           0.0       ,                  0.0,            0.0,              76.0,             28.5,               79.8,                          28.5,                          79.8,                     139.6 ,             148.2 , 0.8920863309352518   , No             , Required Compliance , Complied            ,      2024, 883019504                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1613207160001, 39.9501515678348,     1590189.6          ,     55796.12631578948  , 0.002829118028534371  , 0.0030034046692607    ,    28.5, 0.920863309352518    , 0.8776978417266187   , 0.902158273381295   , A
     601, 2694405.6540858   , 237649.23328689   , 39.95648238, -75.16025093, 178728,              3790250, "211 N. 13th Street Associates, LP"                                  , 211 N. 13th Street                      , 19107      ,                1,       1920, Office                    ,          83056.33676975947 ,   2953230.7       ,     1880648.1       ,                  0.0,            0.0,              70.0,             58.2,              123.3,                          61.6,                         126.9,                     359.1 ,            1022.6 , 0.38848920863309355  , No             , Required Compliance , Complied            ,      2024, 883016200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1602526979073, 39.9564904447857,     4833878.800000001  ,     83056.33676975947  , 0.004323571372952089  , 0.012312124995769442  ,    58.2, 0.5143884892086331   , 0.5539568345323741   , 0.5010791366906475  , B
     602, 2697906.57785822  , 235701.81001639   , 39.95085631, -75.14797285,  97558,             11190332, 140399_Plaza                                                         , 101 North Independence Mall E           , 19106      ,                1,       1972, Office                    ,         582138.1262398558  ,  38425735.20000001,           0.0       ,                  0.0,     26133383.0,              11.0,            110.9,              238.8,                         114.0,                         242.6,                    4795.9 ,            6057.0 , 0.4676258992805755   , No             , Required Compliance , Complied            ,      2024, 883014510                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1479746178823, 39.9508643754646,    64559118.20000001   ,    582138.1262398558   , 0.008238422779448681  , 0.010404747132992904  ,   110.9, 0.1151079136690647   , 0.1151079136690647   , 0.18561151079136687 , D
     603, 2697053.13927639  , 235465.45353372   , 39.95027674, -75.15104039, 165489,              5705392, 100 Independence- DOW Building                                       , 100 S Independence Mall West            , 19106      ,                1,       1965, Office                    ,         415748.5955204216  ,  22278763.2       ,     4958555.2       ,                  0.0,      4318000.0,              41.0,             75.9,              175.2,                          79.0,                         178.4,                    2324.6 ,            5921.6 , 0.3093525179856115   , 07/25/2018     , Required Compliance , Complied            ,      2024, 883013010                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.151042155885 , 39.9502848063498,    31555318.4          ,    415748.5955204216   , 0.005591359838726901  , 0.014243223101180943  ,    75.9, 0.28776978417266186  , 0.3453237410071942   , 0.3093525179856115  , C
     606, 2696345.5002717203, 236686.51769264   , 39.9536844 , -75.15343525,  96377,              6846398, 801 Arch Street                                                      , 801 Arch Street                         , 19107      ,                1,       1975, Office                    ,         195046.84669811322 ,   8262763.7       ,        7222.6       ,                  0.0,            0.0,              82.0,             42.4,              118.7,                          42.4,                         118.7,                     725.6 ,             273.1 , 0.9568345323741008   , No             , Required Compliance , Complied            ,      2024, 883009600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1534370177616, 39.9536924652941,     8269986.3          ,    195046.84669811322  , 0.0037201319184773014 , 0.0014001764428557759 ,    42.4, 0.802158273381295    , 0.7050359712230216   , 0.8039568345323741  , A
     607, 2695846.4222016297, 234908.39559273003, 39.9488456 , -75.15540099,  96300,              3579797, 125 S. 9th (Sheridan Building)                                       , 125 S. 9th St.                          , 19107      ,                1,       1916, Office                    ,          98937.96710526315 ,   4134238.0       ,      377333.3       ,                  0.0,            0.0,              66.0,             45.6,              121.1,                          46.7,                         124.1,                     382.9 ,            1547.3 , 0.26618705035971224  , No             , Required Compliance , Complied            ,      2024, 883010900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1554027538955, 39.9488536649675,     4511571.3          ,     98937.96710526315  , 0.0038701017536839108 , 0.015639092304714327  ,    45.6, 0.7194244604316546   , 0.6762589928057554   , 0.6158273381294964  , B
     608, 2693435.5890968   , 234802.7425888    , 39.94874978, -75.16400705, 179012,              3597476, 215 S. Broad                                                         , 215 S. Broad St.                        , 19107      ,                1,       1930, Office                    ,          49000.0           ,   2761147.9       ,      101930.5       ,                  0.0,      1191381.1,              25.0,             80.4,              183.8,                          84.8,                         190.0,                     326.9 ,            1074.3 , 0.1294964028776978   , No             , Required Compliance , Complied            ,      2024, 883026005                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1640088194129, 39.9487578472539,     4054459.5          ,     50428.600746268654 , 0.006671428571428571  , 0.021924489795918368  ,    80.4, 0.24460431654676262  , 0.2158273381294964   , 0.21294964028776978 , C
     609, 2698183.80729064  , 238712.68490015   , 39.95909552, -75.14666792,  96104,              3891321, Miller Building                                                      , 441 n 5th st                            , 19123      ,                1,       1956, Office                    ,          74051.95161290321 ,   2236984.8       ,     1435992.0       ,                  0.0,            0.0,              77.0,             49.6,              105.0,                          53.3,                         109.0,                     272.6 ,             456.8 , 0.7553956834532374   , 12/02/2024     , Required Compliance , Complied            ,      2024, 883009101                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1466696889815, 39.9591035915966,     3672976.8          ,     74051.95161290321  , 0.0036811994020762677 , 0.006168642284917238  ,    49.6, 0.6834532374100719   , 0.7266187050359711   , 0.7107913669064747  , B
     611, 2697225.46668763  , 234376.40978006   , 39.94727455, -75.15054032, 182619,              3279877, The Washington                                                       , 510 Walnut Street                       , 19106      ,                1,       1932, Office                    ,        1109199.4765478424  ,  35883821.3       ,    23236510.8       ,                  0.0,            0.0,              78.0,             53.3,              112.6,                          56.8,                         116.2,                    4092.4 ,            9882.3 , 0.60431654676259     , 02/01/2024     , Required Compliance , Complied            ,      2024, 883006500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.150542089568 , 39.947282617158 ,    59120332.099999994  ,   1109199.4765478424   , 0.003689507691381862  , 0.008909398362462852  ,    53.3, 0.6330935251798562   , 0.7194244604316546   , 0.6532374100719425  , B
     612, 2691564.81527931  , 214672.67917448   , 39.89366392, -75.17277169, 246483,              4489731, L02504 - 1200 Intrepid Ave                                           , 1200 Intrepid Avenue                    , 19112      ,                1,       2015, Office                    ,          91842.43586387433 ,   6758610.6       ,      258151.5       ,                  0.0,            0.0,              35.0,             76.4,              209.0,                          76.7,                         209.3,                     552.0 ,             945.4 , 0.48920863309352514  , No             , Required Compliance , Complied            ,      2024, 883000028                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1727734642174, 39.893671970492 ,     7016762.1          ,     91842.43586387433  , 0.006010293551209326  , 0.010293716527741479  ,    76.4, 0.28057553956834536  , 0.28057553956834536  , 0.3223021582733813  , C
     615, 2691643.13762923  , 215115.43452255   , 39.89487255, -75.17244664, 246480,              3782888, LT02214 - 150 Rouse Blvd                                             , 150 Rouse Blvd                          , 19112      ,                1,       2012, Office                    ,          56442.49904761905 ,   2961066.7       ,        2164.5       ,                  0.0,            0.0,              68.0,             52.5,              147.0,                          54.3,                         151.9,                     236.0 ,             374.5 , 0.7122302158273381   , 07/05/2017     , Required Compliance , Complied            ,      2024, 883000014                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1724484097872, 39.8948805990603,     2963231.2          ,     56442.49904761905  , 0.004181246471756912  , 0.006635071202004082  ,    52.5, 0.6546762589928057   , 0.6115107913669064   , 0.6532374100719424  , B
     616, 2696005.76079372  , 250886.98010531   , 39.992677  , -75.15315731,  95626,              3569731, 1300 W. LEHIGH AVENUE                                                , 1300 W. LEHIGH AVENUE                   , 19132      ,                2,       1964, Office                    ,          60048.52112676056 ,    642872.0       ,      209817.0       ,                  0.0,            0.0,                  ,             14.2,               33.7,                          14.4,                          33.9,                      67.6 ,             531.1 , 0.618705035971223    , No             , Required Compliance , Complied            ,      2024, 882962800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1531590845414, 39.9926850729106,      852689.0          ,     60048.52112676056  , 0.0011257562839440873 , 0.008844514236726404  ,    14.2, 0.9892086330935251   , 0.9640287769784173   , 0.9075539568345323  , A
     626, 2708268.23856531  , 253678.41448306   , 39.99933836, -75.10911421, 246634,             49719299, 3400 J Street                                                        , 3400 J Street                           , 19134      ,                1,       1935, Multifamily Housing       ,          19567.0           ,   4480911.3       ,           0.0       ,                  0.0,            0.0,              20.0,             45.1,              126.3,                          45.1,                         126.3,                     356.9 ,            6104.1 , 0.11016949152542377  , No             , Required Compliance , Complied            ,      2024, 882753750                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1091159656597, 39.9993464379079,     4480911.3          ,     99355.0177383592   , 0.01823989369857413   , 0.31195891041038487   ,    45.1, 0.5741525423728814   , 0.12076271186440679  , 0.3453389830508475  , C
     628, 2708268.23856531  , 253678.41448306   , 39.99933836, -75.10911421, 146500,             28086956, JCentrel                                                             , 3400 J Street                           ,            ,                1,       2021, Multifamily Housing       ,         130092.70528967252 ,   4544180.8       ,      620499.6       ,                  0.0,            0.0,              32.0,             39.7,              102.9,                          40.6,                         103.8,                     431.8 ,               0.0 , 0.9957627118644068   , No             , Required Compliance , Complied            ,      2024, 882742750                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1091159656597, 39.9993464379079,     5164680.399999999  ,    130092.70528967252  , 0.0033191715018803494 , 0.0                   ,    39.7, 0.6514830508474576   , 0.603813559322034    , 0.7060381355932204  , B
     630, 2695149.68114105  , 252233.28253081   , 39.99644022, -75.15607023, 182606,             36232980, Forman Mills Inc 116                                                 , 2900 n BROAD ST                         , 19132      ,                1,       1977, Retail Store              ,          52126.138020833336,   2001643.7       ,           0.0       ,                  0.0,            0.0,              61.0,             38.4,              107.6,                          39.0,                         109.1,                     159.4 ,              58.8 , 0.84                 , No             , Required Compliance , Complied            ,      2024, 882735901                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1560720030195, 39.9964482980027,     2001643.7          ,     52126.138020833336 , 0.0030579668099772203 , 0.0011280329261396521 ,    38.4, 0.76                 , 0.6799999999999999   , 0.752               , B
     633, 2746922.53067914  , 286496.74057856004, 40.08612834, -74.96752171, 246461,             36079280, Dick's Sporting Goods                                                , 4501 Woodhaven Road 1B                  , 19154      ,                1,       1989, Retail Store              ,          78782.98143564357 ,  12731329.8       ,           0.0       ,                  0.0,            0.0,               1.0,            161.6,              452.5,                         161.6,                         452.5,                    1117.4 ,             366.0 , 0.6                  , No             , Required Compliance , Complied            ,      2024, 882691010                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -74.9675234292134, 40.0861364340826,    12731329.8          ,     78782.98143564357  , 0.014183266228795677  , 0.0046456733844095375 ,   161.6, 0.0                  , 0.0                  , 0.12                , D
     638, 2687253.95086956  , 223146.34693839   , 39.9172597 , -75.18725209,  96652,              3594195, 4166 - PHIL/OREGON AVE                                               , 2200 Oregon Avenue                      , 19145      ,                1,       2004, Retail Store              ,         114837.8675721562  ,   3768625.5       ,     2995324.9       ,                  0.0,            0.0,              81.0,             58.9,              119.3,                          62.0,                         121.6,                     459.3 ,             608.6 , 0.52                 , No             , Required Compliance , Complied            ,      2024, 882245100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.187253863265 , 39.9172677586795,     6763950.4          ,    114837.8675721562   , 0.003999551800379849  , 0.005299645603551439  ,    58.9, 0.28                 , 0.48                 , 0.388               , C
     641, 2707418.83803314  , 268831.62466215   , 40.04098684, -75.11052833,  95511,              3956428, FORMAN MILLS 103                                                     , 401 ADAMS AVE                           , 19120      ,                1,       1985, Retail Store              ,          59982.43267504488 ,   2219852.3       ,     1121169.2       ,                  0.0,            0.0,              60.0,             55.7,              123.2,                          57.5,                         124.6,                     236.4 ,              74.3 , 0.76                 , No             , Required Compliance , Complied            ,      2024, 882181620                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -75.1105300936545, 40.0409949291119,     3341021.5          ,     59982.43267504488  , 0.003941153925528465  , 0.001238696009588684  ,    55.7, 0.48                 , 0.56                 , 0.56                , B
