y_lat,x_lon,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,crime_count_5mi,crime_score_5mi_weighted
39.97498798,-75.14439664,11532676,Billy Penn Studios LP,1516 N. 5th Street,,1,1950,Office,,3512321.8,300207.3,,,98.0,21.2,22.3,58.9,295.7,507.1,,No,Required Compliance,Complied,2024,200,80.1
39.97337565,-75.14049083,3681050,Crane Arts LLC,1400 North American St,19122,1,1905,Office,"77,957",1137560.8,912941.8,,,100.0,21.0,24.0,43.9,148.3,272.3,,No,Required Compliance,Complied,2024,191,74.6
40.00275889,-75.11700508,49075394,3506-3534 F St,3506 F St,19134,1,1965,Self-Storage Facility,"67,200",329735.7,,,,,4.9,5.6,15.7,28.9,58.3,,No,Required Compliance,Complied,2024,201,90.0
40.05434762,-75.14259259,3989969,130106 - Oak Lane,1499 66th Ave.,19126,1,2006,Self-Storage Facility,"67,886",479852.5,174916.6,,,,9.6,10.3,23.1,47.5,225.3,,No,Required Compliance,Complied,2024,85,38.7
40.10826461,-74.98416792,5017022,2800 Black Lake Place,2800 Black Lake Place,19154,1,1988,Office,"56,870",722883.5,1966979.6,,,74.0,46.1,50.1,74.7,167.9,329.7,,No,Required Compliance,Complied,2024,7,3.8000000000000003
40.1085944,-74.97753192,23316337,Fiscal services,13000 Townsend Rd,19154,1,1992,Office,131987,8102836.6,1351272.9,,,82.0,34.3,34.9,88.0,717.2,136.7,,No,Required Compliance,Complied,2024,4,2.3000000000000003
40.0754422,-75.01565964,54828998,1997-Philadelphia - 2901 Grant Ave,2901 Grant Ave,19114,1,2020,Self-Storage Facility,45420,1067330.0,253846.0,,,,9.0,9.5,22.7,98.5,235.2,,No,Required Compliance,Complied,2024,31,10.8
40.08396369,-74.99802103,7739130,10350 Drummond Rd,10350 Drummond Rd,19154,1,1973,Office,"100,500",9374421.2,,,,25.0,94.7,94.7,265.1,746.7,455.1,,No,Required Compliance,Complied,2024,7,3.0
40.04558201,-74.99693663,5853368,Clear Channel Outdoor,9130 State Rd,19136,1,1980,Office,"54,000",854371.8,1261651.5,,,87.0,39.3,39.0,68.3,135.1,164.2,,No,Required Compliance,Complied,2024,46,16.1
40.02754401,-75.02702854,3673605,ez storage,7425 State Rd.,19136,5,2006,Self-Storage Facility,"85,350",2557857.0,87567.1,,,,31.0,30.9,84.6,229.1,824.5,,No,Required Compliance,Complied,2024,60,24.1
40.04079975,-75.17198964,24224239,Germantown,335 E Price St,19144,1,1920,Self-Storage Facility,"123,424",675576.0,840968.2,,,,20.5,21.0,38.1,98.5,7.5,,No,Required Compliance,Complied,2024,112,50.300000000000004
39.958258,-75.23168157,19502278,1948-Philadelphia - Sansom St,5500 Sansom St,19139,1,2021,Self-Storage Facility,"70,506",726608.6,521662.0,,,,23.4,24.2,49.2,85.6,13.5,,No,Required Compliance,Complied,2024,175,87.0
40.11688559,-75.00489043,3800032,23103-Philadelphia / Byberry Road,1251 Byberry Road,19116,1,2000,Self-Storage Facility,"58,121",168054.6,,,,,3.5,3.6,7.0,22.4,60.4,,No,Required Compliance,Complied,2024,20,7.7
40.08725179,-75.04121525,3663623,0774-Philadelphia - Grant Avenue,1553 Grant Avenue,19115,1,2009,Self-Storage Facility,45921,455642.4,,,,,6.3,6.7,18.8,36.3,165.4,,No,Required Compliance,Complied,2024,34,13.3
40.07377631,-75.02037653,3800036,24232-Philadelphia / Grant Avenue,2700 Grant Avenue,19114,1,2000,Self-Storage Facility,"121,450",89375.0,,,,,0.8,0.9,2.4,7.1,24.6,,No,Required Compliance,Complied,2024,32,11.7
40.04125889,-75.09037752,3663692,0981-Philadelphia - Oxford Ave.,6204 Oxford Ave,19111,1,2009,Self-Storage Facility,"52,000",463729.8,,,,,7.4,7.9,22.0,36.9,88.8,,No,Required Compliance,Complied,2024,95,38.4
40.06942154,-75.06577447,3989904,130101 - Fox Chase,1333 Rhawn St.,19111,1,2005,Self-Storage Facility,"62,400",360382.1,292864.6,,,,10.5,11.2,21.8,44.3,8.9,,No,Required Compliance,Complied,2024,43,14.5
39.97562543,-75.2138228,4096072,Devon/Belmont LLC,1300 Belmont Ave.,19104,1,1950,Self-Storage Facility,"123,750",2781229.1,1525769.0,,,,28.7,30.6,64.6,325.1,30.1,,No,Required Compliance,Complied,2024,104,44.8
40.04310575,-75.08740879,3800033,23216-Philadelphia / Oxford AVE,6225 Oxford Ave,19111,1,2000,Self-Storage Facility,"59,950",190309.9,,,,,1.8,1.9,5.3,15.2,44.5,,No,Required Compliance,Complied,2024,100,41.0
40.0343097,-75.13762312,55258192,5331 N 10TH STREET,5331 N 10TH STREET,19141,1,1900,Self-Storage Facility,"171,043",1299054.5,,,,,7.6,7.6,21.3,114.0,33.7,,No,Required Compliance,Complied,2024,90,41.2
40.01102979,-75.06636418,4479932,Pride Capital LLC,5400 eadom st.,19137,1,1930,Self-Storage Facility,"150,988",872169.4,358486.2,,,,7.7,8.5,18.5,95.6,303.7,,No,Required Compliance,Complied,2024,90,34.7
39.99836425,-75.0891555,3800038,29145-Philadelphia / Wheatsheaf Lane,2190 Wheatsheaf Lane,19137,1,2000,Self-Storage Facility,"87,286",210779.8,463072.0,,,,10.0,11.9,17.6,41.4,0.2,,No,Required Compliance,Complied,2024,166,64.4
39.99473555,-75.10778241,3989970,130107 - Frankford,3300 Frankford Ave,19134,1,2007,Self-Storage Facility,48425,425139.5,183688.8,,,,12.6,12.3,27.9,43.6,16.4,,No,Required Compliance,Complied,2024,194,87.5
39.99566564,-75.09425265,3800031,25765-Philadelphia/Castor Ave OC,2345 Castor,19134,1,2000,Self-Storage Facility,"166,000",451184.3,408117.0,,,,8.2,10.0,18.0,57.6,0.0,,No,Required Compliance,Complied,2024,149,61.3
40.01823619,-75.04982495,3989965,130102 - Tacony,6371 Keystone St.,19135,1,2005,Self-Storage Facility,49320,319372.3,251265.9,,,,11.6,12.2,23.9,38.8,6.0,,No,Required Compliance,Complied,2024,65,25.6
40.01606649,-75.04910493,3800037,24417-Philadelphia / Tacony Street,6301 Tacony Street,19135,1,2000,Self-Storage Facility,"50,783",150698.1,,,,,3.0,3.0,8.4,12.0,92.4,,No,Required Compliance,Complied,2024,47,18.5
39.90963241,-75.23107496,3800035,08128-Airport,7000 Lindbergh,19153,1,2000,Self-Storage Facility,"98,669",290607.1,,,,,2.9,3.2,8.9,23.2,33.5,,No,Required Compliance,Complied,2024,46,19.5
39.92786439,-75.22805252,34522826,5660-2231 S 62nd St,2231 S 62nd St,19142,1,2020,Self-Storage Facility,"47,336",162989.3,,,,,3.4,3.5,9.8,13.0,5.2,,No,Voluntary Compliance,Voluntarily Complied,2024,112,51.2
39.92269861,-75.14382563,6455221,Westport Philadelphia Self Storage,1910 S. Christopher Columbus Blvd,19148,1,2005,Self-Storage Facility,"78,330",842974.8,1079186.6,,,,14.0,15.7,27.7,131.3,1397.0,,No,Required Compliance,Complied,2024,125,45.6
40.00736612,-75.17584547,6367344,U-Haul Moving & Storage Of Allegheny West (808059),2801 W Hunting Park Ave.,19129,1,1923,Self-Storage Facility,"389,736",5202502.0,5119392.4,,,,22.7,23.5,45.2,728.5,121.1,,No,Required Compliance,Complied,2024,85,43.300000000000004
39.91780104,-75.14611076,15087487,"27131-Philadelphia, PA",2351 S Swanson St,19148,1,2020,Self-Storage Facility,"143,912",527655.6,686200.0,,,,8.5,8.9,15.8,78.5,55.8,,No,Required Compliance,Complied,2024,133,48.8
40.03060777,-75.10577112,6396423,CubeSmart - #549 (777 Mayfair St),777 Mayfair Street,19124,1,2005,Self-Storage Facility,"100,820",662814.8,642877.0,,,,19.1,19.1,37.0,86.9,456.1,,No,Required Compliance,Complied,2024,92,36.9
39.99960126,-75.10993781,11698404,3401 Makeshift LLC,3401 I Street,19134,1,2013,Office,"145,155",6259806.8,2416960.1,,,53.0,79.0,81.7,185.5,627.0,692.8,,No,Required Compliance,Complied,2024,183,84.9
40.04334137,-75.19119205,5021260,Germantown Manor,400-14 W. Hortter Street,19119,1,1925,Multifamily Housing,,1549392.8,1087047.0,,,52.0,51.2,51.2,106.5,193.7,1523.8,69.0,No,Required Compliance,Complied,2024,49,19.5
39.99888986,-75.21930343,39041492,Belmont,2560-2564 Belmont Avenue,19131,2,2016,Multifamily Housing,"51,658",3025386.2,1174035.4,,,61.0,41.2,41.6,95.6,327.9,6846.5,15.0,No,Required Compliance,Complied,2024,35,14.6
39.93743502,-75.16308383,4590387,U-Haul Moving and Storage of South Philadelphia (1201-21) (808066),1201-21 Washington Ave,19147,2,1907,Self-Storage Facility,"90,090",3985331.5,2137795.3,,,,36.2,38.6,82.6,463.3,70.2,,No,Required Compliance,Complied,2024,244,89.9
40.07130885,-75.03828678,5014034,Robert Saligman Apts_Saligman North fka Holiday House,8900 Roosevelt Blvd,19115,1,1978,Multifamily Housing,"84,930",7219898.0,3928469.6,,,65.0,55.3,57.2,124.4,842.3,13135.4,22.0,No,Required Compliance,Complied,2024,45,18.0
39.95164298,-75.16740908,30887685,Two Liberty Place (BP),50 South 16th Street,19192,1,1990,Office,"694,386",44011402.20000001,281739.6,,22673006.1,76.0,53.3,56.2,123.7,5026.0,11626.2,,07/28/2025,Required Compliance,Complied,2024,481,173.1
39.94941535,-75.16328163,18744692,Witherspoon Building,1319-1323 Walnut St.,19109,1,1897,Multifamily Housing,"69,254",5729441.7,5363820.2,,,17.0,89.5,92.9,178.1,787.7,5350.0,67.0,No,Required Compliance,Complied,2024,433,160.3
39.95490944,-75.18386011,3776439,The Bulletin Building,3025 Market Street,19104,1,1956,Office,"396,788",41117961.4,8600734.1,,5337722.2,37.0,100.4,101.9,238.7,4086.3,8359.4,,07/10/2018,Required Compliance,Complied,2024,220,77.3
39.99054689,-75.16454213,34014773,Hagert and York,1929-45 E York St,19132,2,2023,Multifamily Housing,,1337483.5,861173.0,,,100.0,9.5,9.4,19.7,163.1,4709.7,93.0,No,Required Compliance,Complied,2024,220,109.0
39.95887772,-75.16226871,10471914,322 on North Broad,322 N BROAD ST,19102,2,2017,Multifamily Housing,"253,276",14124127.8,316891.2,,,75.0,40.2,40.2,111.0,1256.4,20.3,100.0,No,Required Compliance,Complied,2024,403,153.8
39.97188048,-75.16275556,11684908,1600-50 West Girard Avenue,1600-50 West Girard Avenue,,1,1927,Multifamily Housing,,6149464.1,1827100.8,,,,59.5,60.6,143.9,586.9,2020.5,,No,Required Compliance,Complied,2024,215,93.5
39.96819854,-75.14944239,5015889,Ascension Manor,945-75 Franklin Street,19123,2,1968,Multifamily Housing,"117,996",5979871.0,8756595.0,,,62.0,65.5,67.9,116.7,941.4,13764.1,16.0,No,Required Compliance,Complied,2024,193,78.3
39.95251104,-75.2155139,6383597,Garden Court Condominium Association,"4637 Pine Street, D103",19143,1,1922,Multifamily Housing,2071,2685701.2,21990055.5,,,29.0,108.7,119.1,145.7,1403.7,4905.0,86.0,No,Required Compliance,Complied,2024,131,58.6
39.95016283,-75.18008885,5044744,Locust Point Condominium Association,2429-42 Locust St,19103,1,2007,Multifamily Housing,894,3787848.6,,,,68.0,44.1,45.1,126.4,332.4,2052.7,91.0,No,Required Compliance,Complied,2024,342,118.6
40.01081888,-75.13609011,16900792,Roberto Clemente Homes,3921-61 N 5th Street,19140,1,2018,Multifamily Housing,"56,893",2353631.8,,,,36.0,41.4,42.0,117.6,206.6,3832.3,13.0,No,Required Compliance,Complied,2024,134,67.8
39.9777863,-75.18446211,5145605,The Lofts At Brewerytown,3000A West Master Street,19121,1,2005,Multifamily Housing,"157,869",2930403.1,939713.4,,,94.0,29.5,30.5,71.1,283.3,2730.3,83.0,No,Required Compliance,Complied,2024,134,61.800000000000004
39.947274,-75.16249246,5031814,John C. Anderson Apartments,249-57 S. 13th Street,19107,1,2013,Multifamily Housing,"62,925",1496438.3,446925.6,,,91.0,30.9,32.5,78.1,155.1,1394.9,64.0,No,Required Compliance,Complied,2024,479,174.2
39.92666376,-75.18946574,20839379,Wilson Park,2124 South 26th Street,19145,36,2000,Multifamily Housing,"669,781",19853810.4,34703702.20000001,,,39.0,81.5,83.9,139.3,3424.6,49370.5,,No,Required Compliance,Complied,2024,123,49.1
39.95505085,-75.21985015,6934784,The Willows at Walnut Hill (Chatham Courts),242-252 S 49th St,19139,5,1998,Multifamily Housing,"54,648",1124646.3,1914700.0,,,66.0,68.0,68.6,117.2,191.3,3381.9,42.0,No,Required Compliance,Voluntarily Complied,2024,145,67.1
39.98930265,-75.13111999,25065984,Inn of Amazing Mercy,115 East Huntingdon St,19125,1,2022,Multifamily Housing,"51,180",1256269.0,349841.1,,,92.0,30.5,31.2,75.7,128.8,1200.2,80.0,No,Required Compliance,Complied,2024,222,97.2
39.99077167,-75.13954934,4936276,LEHIGH PARK II,2622-46 N. LAWRENCE STREET,19133,1,1962,Multifamily Housing,"98,004",1708872.9,1377918.0,,,94.0,41.9,44.0,86.9,209.3,3438.7,62.0,01/19/2024,Required Compliance,Complied,2024,190,89.9
39.99399792,-75.14417392,11192948,700 Somerset LP,700 Somerset,19133,1,2018,Multifamily Housing,"70,200",2121068.9,1194681.6,,,57.0,49.1,52.1,109.6,249.6,666.9,99.0,No,Required Compliance,Complied,2024,195,89.9
39.98635851,-75.18028954,28085656,U-Haul Moving & Storage of Strawberry Mansion (808075),2800-30 Ridge Ave,19121,1,2018,Self-Storage Facility,"69,434",1684142.5,1251869.4,,,,35.1,37.7,74.9,200.6,1099.4,,No,Required Compliance,Complied,2024,157,81.3
39.99026706,-75.12565322,28085584,U-Haul Moving & Storage of North Philadelphia (808072),339-341 E Lehigh Ave,19125,1,2017,Self-Storage Facility,"251,657",1930126.6,1825699.0,,,,32.1,32.1,62.5,250.7,63.9,,No,Required Compliance,Complied,2024,239,105.3
39.99762687,-75.12222785,7157939,Pine Tree Silk Mill,426-36 E Allegheny Avenue,19134,1,1908,Office,"98,046",1037336.1,1185440.4,,,,22.7,25.5,45.3,145.6,2174.8,,No,Required Compliance,Complied,2024,219,100.60000000000001
40.10557168,-74.9998973,3663826,1198-Philadelphia - Roosevelt BL,12005 Roosevelt Blvd,19154,1,2009,Self-Storage Facility,"139,840",223985.4,436391.0,,,,14.8,15.7,19.7,116.2,3112.9,,No,Required Compliance,Complied,2024,28,11.4
40.05211397,-75.05126485,4591757,U-Haul Moving and Storage at Roosevelt Blvd (812064),7700-7750 Roosevelt Blvd,19152,1,1955,Retail Store,"72,000",1274200.7,,,,78.0,17.7,17.7,49.6,101.5,219.7,,No,Required Compliance,Complied,2024,110,40.4
39.91288393,-75.14132193,6230332,Devon/Oregon LLC,10 - 12 Oregon Ave,19148,1,1950,Self-Storage Facility,"162,024",1110841.4,262309.0,,,,9.2,9.4,22.6,111.4,70.7,,No,Required Compliance,Complied,2024,50,17.3
40.01145832,-75.11120868,3989966,130103 - Juniata,"4123 ""G"" St.",19124,1,2005,Self-Storage Facility,"60,981",323214.7,246911.8,,,,9.3,10.2,19.9,38.9,6.7,,No,Required Compliance,Complied,2024,96,44.5
39.91640852,-75.1812806,3882112,Defense Center 2820A S 20TH ST,2820A S 20TH ST Unit #12,19145,1,1941,Office,"196,162",11739954.4,3992500.2,,,49.0,80.2,82.3,191.2,1147.2,2597.0,,No,Required Compliance,Complied,2024,119,42.6
40.050809,-75.23519292,3800034,21808-Philadelphia / Ridge AVE,7571 Ridge Avenue,19128,1,2000,Self-Storage Facility,36084,514488.9,,,,,7.3,7.3,20.6,41.0,45.5,,No,Required Compliance,Complied,2024,24,8.9
40.03208311,-75.23395634,6280608,8944-Philadelphia - Fountain Street,116 Fountain Street,19127,1,2017,Self-Storage Facility,"119,592",923498.1,595098.0,,,,19.8,21.0,43.7,105.2,16.0,,No,Required Compliance,Complied,2024,19,7.4
39.91471126,-75.18679773,6344748,U-Haul Moving & Storage At Quartermaster Plaza 808028,2990 S 20th St,19145,1,2013,Self-Storage Facility,"90,140",,8430905.3,,,,33.3,38.3,40.2,447.8,26.0,,No,Required Compliance,Complied,2024,70,24.4
39.96007394,-75.1628595,22165172,Public Services Buildings,400 N Broad,19130,1,1901,Office,"526,000",57478863.0,11687011.8,,,,147.8,149.2,370.2,5665.3,7333.3,,No,Required Compliance,Complied,2024,361,136.1
40.00453215,-75.12718993,4479069,VENANGO 101 ASSOCIATES LLC,101 EAST VENANGO STREET,19134,0,1930,Retail Store,85800,693374.9,1026849.8,,,,20.0,23.4,38.2,109.77,333.8,,No,Required Compliance,Complied,2024,135,66.4
40.01390137,-75.13311859,12474891,322 W Huntington Park Ave,322 W Hunting Park Ave,19140,1,1930,Self-Storage Facility,"174,840",1018007.7,,,,,5.9,5.9,16.4,89.3,239.1,,No,Required Compliance,Complied,2024,134,68.9
39.95845525,-75.13869683,6396425,CubeSmart - PA - Store 6786,456 North Christopher Columbus Boulevard,19123,1,1980,Self-Storage Facility,"60,700",191728.0,,,,,3.2,3.2,9.1,15.3,11.1,,No,Required Compliance,Complied,2024,127,44.8
39.93791828,-75.17092397,59022593,C&amp;R Building Supply,1600 Washington Avenue,19146,1,2008,Retail Store,"82,519",1032948.8,568186.3,,,73.0,19.4,19.6,41.5,120.8,99.0,,No,Required Compliance,Complied,2024,336,118.3
39.93940508,-75.18196784,6280610,1829-Philadelphia - Washington Ave,2300 Washington Ave,19146,1,2017,Self-Storage Facility,"98,685",841387.0,160246.0,,,,13.7,14.5,35.9,75.5,61.6,,No,Required Compliance,Complied,2024,238,88.4
39.95041446,-75.13946975,4919477,(PA2420) - Pier 3 Condominiums (3 North Columbus Blvd),3 North Columbus Blvd,19106,1,1923,Multifamily Housing,,11355412.3,,,,27.0,38.4,41.6,116.5,996.6,4120.6,92.0,No,Required Compliance,Complied,2024,65,22.6
40.06967498,-75.00491079,27563671,27139-Philadelphia / Academy & Grant,9559 ACADEMY RD,19114,1,2000,Self-Storage Facility,"139,725",628507.5,,,,,6.0,6.3,17.6,50.1,1240.0,,No,Required Compliance,Complied,2024,29,11.0
39.89545429,-75.17042694,4222123,201 Rouse Blvd,201 Rouse Blvd,19112,1,2013,Office,"80,052",2906815.2,257069.8,,,91.0,39.5,40.0,106.5,245.2,742.9,,10/20/2025,Required Compliance,Complied,2024,4,1.7
39.9388054,-75.19575485,46129794,Philadelphia (Grays Ferry),3114 Grays Ferry,19146,1,2023,Self-Storage Facility,137280,1020325.4,,,,,7.3,7.7,21.5,89.6,14.7,,No,Required Compliance,Complied,2024,65,26.1
39.95037572,-75.17041621,4392911,AKA Rittenhouse Square,135 South 18Th Street,19103,1,1912,Multifamily Housing,"84,000",3739471.4,2507410.5,,,23.0,62.6,63.5,133.0,461.4,2974.4,,No,Required Compliance,Complied,2024,456,165.1
39.9550011,-75.17042354,15658881,Comcast Technology Center,1800 Arch Street,19103,1,2018,Office,"212,310",106422957.1,8577152.8,,46280191.7,76.0,88.7,90.9,201.7,12005.2,36788.1,,08/20/2025,Required Compliance,Complied,2024,401,146.0
40.02616841,-75.2222551,1608721,Re:Vision Architecture,133 Grape Street,19127,1,1860,Office,4800,45235.7,16123.3,,,100.0,15.5,16.1,34.2,4.8,11.9,,No,Required Compliance,Complied,2024,50,19.2
39.96554494,-75.16146218,3596849,The Wallace Building,642 N. Broad St.,19130,1,1903,Office,"315,000",7681483.2,3378403.3,,,75.0,44.3,45.9,101.5,791.3,504.5,,07/18/2025,Required Compliance,Complied,2024,192,81.6
39.95985348,-75.13787498,3685108,Riverview Place,520 N. Christopher Columbus Boulevard,19123,1,1929,Office,"185,048",6556437.6,915400.1,,,81.0,39.7,40.9,103.9,624.0,3805.9,,No,Required Compliance,Complied,2024,130,45.3
39.94985027,-75.1734054,4926217,(PA2473) - Rittenhouse Condo & Hotel (210 W Rittenhouse Sq),210 W Rittenhouse Sq,19103,1,1989,Multifamily Housing,"52,790",50481250.3,12846032.8,,,1.0,110.5,111.9,271.6,4703.2,17827.1,,No,Required Compliance,Complied,2024,411,147.3
39.95263397,-75.17576723,4803452,(PA2326) - Riverwest Condominium (2101 Chestnut Street),2101 Chestnut Street,19103,1,1957,Multifamily Housing,35000,8650849.5,14607777.4,,,62.0,69.0,73.6,122.2,1535.1,16673.1,35.0,No,Required Compliance,Complied,2024,337,118.6
40.03579594,-75.12040677,3875831,Front and Olney,101 East Olney Ave,19120,1,1980,Office,"70,495",3901403.3,,,,54.0,55.3,55.3,154.9,342.4,1314.9,,No,Required Compliance,Complied,2024,127,53.0
39.97745775,-75.12460618,5093770,2424 Studios,2424 E. York Street,19125,1,1870,Office,"79,464",3268140.1,1832541.6,,,69.0,58.6,60.9,132.5,384.2,713.8,,No,Required Compliance,Complied,2024,143,55.4
39.96572245,-75.13303484,3898953,1080 N Delaware Ave,1080 N Delaware Ave,19125,1,1960,Office,"137,603",5583284.4,1535600.0,,,59.0,51.7,54.8,128.5,526.3,1391.9,,No,Required Compliance,Complied,2024,139,49.5
39.9796157,-75.2211494,3091418,Philadelphia Business and Technology Center,5070 Parkside Avenue,19131,1,1930,Office,"239,734",7763116.3,6319503.0,,,77.0,44.5,46.3,91.6,1017.0,1386.0,,06/06/2016,Required Compliance,Complied,2024,108,46.8
39.95317918,-75.16733333,4179755,APF - 1601 Market Street,1601 Market St,19103,1,1969,Office,797220,38877092.3,,,15309824.2,73.0,68.0,70.8,163.1,4113.13,6608.6,,01/09/2025,Required Compliance,Complied,2024,423,153.5
39.94940893,-75.16693222,7545330,1518 Walnut Street,1518 Walnut Street,19102,1,1929,Office,"101,500",2946299.6,,,4654212.2,51.0,87.4,93.1,164.8,567.6,886.4,,No,Required Compliance,Complied,2024,485,176.4
39.95388131,-75.16708344,1637817,One Penn Center,1617 John F. Kennedy Blvd,19103,1,1929,Office,"798,189",23171364.5,5304983.7,,,85.0,40.1,41.5,101.0,2127.4,6451.7,,11/14/2025,Required Compliance,Complied,2024,437,159.2
39.95285564,-75.17777891,30845268,B12433 - PHILADELPHIA,2221 CHESTNUT ST,19103,1,1972,Office,"75,495",2551540.1,2590.0,,1642160.6,83.0,36.6,36.0,100.8,203.4,622.7,,No,Required Compliance,Complied,2024,326,113.39999999999999
39.95066167,-75.16549596,5042578,Packard Grande,111 S 15th St,19102,1,1924,Multifamily Housing,"161,486",20702931.2,1163073.6,,,61.0,49.2,49.8,133.8,1710.8,8358.0,,No,Required Compliance,Complied,2024,470,171.1
39.95328934,-75.1737784,3894669,2000 Market Street,2000 Market Street,19103,1,1972,Office,"696,261",30933469.2,2443.2,,41943507.5,46.0,109.5,110.4,206.8,5249.0,20442.0,,No,Required Compliance,Complied,2024,373,135.1
39.94960842,-75.16459379,5975210,1401 Walnut Street,1401 Walnut Street,19102,1,1950,Multifamily Housing,16559,4931551.3,524172.9,,,7.0,53.6,55.1,142.6,420.6,2300.4,1.0,No,Required Compliance,Complied,2024,476,174.0
39.95117531,-75.16349463,25538629,1 S Broad St/1349 Chestnut,1 South Broad Street,19107,1,1930,Office,"479,840",21685037.4,,,7937180.5,59.0,56.3,58.8,136.6,2430.2,5574.7,,No,Required Compliance,Complied,2024,422,155.5
39.95111743,-75.16305561,25158326,1337/1327 Chestnut Street,1337 Chestnut Street,19107,1,1914,Office,"484,884",22289015.9,7399101.7,,,73.0,61.2,63.8,147.4,2349.2,5336.0,,No,Required Compliance,Complied,2024,423,155.7
39.95218452,-75.16614392,1750694,Centre Square - 1500 Market Street,1500 MARKET ST,19102,1,1974,Office,"2,215,276",66178296.8,,,44138075.6,69.0,53.5,55.5,117.4,8201.8,16957.0,,08/22/2018,Required Compliance,Complied,2024,434,158.5
39.95076813,-75.16071464,3597401,1211 Chestnut,1211 Chestnut St.,19107,1,1919,Office,"121,644",2934993.4,,,2463052.2,71.0,53.7,57.8,116.3,421.1,519.1,,No,Required Compliance,Complied,2024,424,155.3
39.95166964,-75.160978,2363717,SEPTA Headquarters,1234 Market Street,19107,1,1973,Office,"723,780",74077829.6,31019113.8,,,45.0,145.2,150.8,337.4,7547.9,13144.3,,No,Required Compliance,Complied,2024,407,149.8
39.94910707,-75.14715056,1972277,Constitution Place,325 Chestnut Street,19106,1,1955,Office,"216,749",10266164.5,6579646.5,,,87.0,77.7,80.1,166.2,1167.2,7869.3,,No,Required Compliance,Complied,2024,214,75.9
39.95232059,-75.15850609,1467329,Jefferson Center,1101 Market Street,19107,1,1983,Office,"747,200",24946534.7,15432591.1,,,87.0,53.1,55.3,115.5,2806.7,6498.5,,02/19/2025,Required Compliance,Complied,2024,394,145.7
39.94862519,-75.14372271,3946509,Corn Exchange,123 Chestnut St,19106,1,1923,Office,48951,3326553.4,1926652.6,,,21.0,103.6,109.5,229.8,394.3,2500.1,,No,Required Compliance,Complied,2024,140,48.6
40.0069194,-75.20810085,6389236,PC - Monroe,1 Winding Drive,19131,1,2015,Office,"72,750",2873623.1,,,,92.0,39.8,40.1,112.3,252.2,854.3,,No,Required Compliance,Complied,2024,33,12.4
39.88641395,-75.24544669,3364475,8800 Tinicum Blvd Eastwick Center/PA/Site #F166 - OPI,8800 TINICUM BLVD,19153,1,1990,Office,"488,254",15660779.5,,,,,36.1,36.1,99.2,1409.0,1827.5,,No,Required Compliance,Complied,2024,48,16.6
40.00580153,-75.21448961,3681504,WPVI-TV,4100 City Avenue,19131,1,2009,Office,"69,698",18642644.6,1210344.3,,,1.0,284.8,284.9,764.6,1700.4,4676.1,,No,Required Compliance,Complied,2024,29,10.5
39.95256611,-75.18392389,3998864,AFSCME DISTRICT COUNCIL 33,"150 S 30TH ST, 19104",19104,1,1978,Office,"184,770",4876175.7,976138.5,,,90.0,32.5,32.8,81.5,440.2,1794.6,,No,Required Compliance,Complied,2024,213,75.6
39.956707,-75.19515422,11666964,3675 Market Street,3675 Market Street,19104,1,2018,Office,"295,293",59595251.7,30336833.9,,,,99.3,100.3,220.5,6358.1,2433.4,,No,Required Compliance,Complied,2024,170,67.3
39.95563145,-75.19252623,3321455,3440 Market St,3440 Market St,19104,1,1981,Office,"130,002",5638406.0,782210.3,,,75.0,54.5,55.3,141.8,2274.6,1210.9,,No,Required Compliance,Complied,2024,149,58.3
39.95853566,-75.20548744,3522077,30 N 41st Street Philadelphia PA (2.0 University Place),30 N 41st Street,19104,1,2013,Office,"98,000",2926646.3,497431.8,,,87.0,35.2,36.6,92.3,259.5,484.8,,11/10/2025,Required Compliance,Complied,2024,190,81.5
39.95167833,-75.18285115,4393810,FMC Tower at Cira Centre South,2929 WALNUT STREET,19104,1,2016,Office,"319,590",40820129.20000001,15973367.0,,,75.0,54.5,54.9,126.9,4099.8,17008.9,,11/24/2025,Required Compliance,Complied,2024,253,88.2
39.95739069,-75.18248258,1485471,Cira Centre,2929 ARCH STREET,19104,1,2006,Office,"782,208",56240422.0,201672.0,,,33.0,71.6,72.3,201.9,4490.3,12033.2,,02/07/2022,Required Compliance,Complied,2024,181,64.7
39.95573408,-75.16978496,1485534,Two Logan Square,100 North 18th Street,19103,1,1988,Office,"803,012",51300184.3,,,,70.0,63.5,64.4,180.3,4086.1,10989.2,,01/02/2024,Required Compliance,Complied,2024,397,146.7
39.95640678,-75.170122,1485500,One Logan Square,130 North 18th Street,19103,1,1983,Office,"735,630",41260408.4,14123612.9,,,76.0,58.4,59.9,138.1,4036.6,6272.5,,12/11/2024,Required Compliance,Complied,2024,392,144.9
39.95595637,-75.17317217,3774261,100 N. 20th Street,100 North 20th Street,19103,1,1981,Office,0,2943732.8,734108.4,,,75.0,41.3,43.1,103.4,273.5,868.6,,01/10/2025,Required Compliance,Complied,2024,292,107.2
